SBHGF,CBOE,CME,GBTC,GAHC,GROW,MGTI,RIOT,SQ,STVI,XNET,SRAX,BTLLF,MICT,SSC,HDP,KODK,OSTK,BTCS,MARA ,S&P500
0,-0.004933963,-0.010942816,0.044268747,0.15942029,-0.038461614,-0.034482759,-0.0325,-0.014467592,0.285714286,-0.032098765,-0.004366812,0.12216361,0,0.077294686,0.055045872,-0.013043478,0.002906918,-0.120192308,-0.117647059,-0.001642126
0,0.002727141,-0.00195744,-0.009485011,0.1375,0.006666906,-0.107142857,0.010335917,0.000587199,0.013333333,-0.005102041,-0.048245614,0.045329055,-0.008547009,0.022421525,0.038647343,0.008810573,0.020289855,0.160655738,0.022222222,0.000559522
0,-0.005810355,0.002387673,-0.013321917,-0.007692308,-0.006622753,0.04,-0.025575448,-0.017018837,-0.046052632,-0.023076923,-0.01843318,0.067133017,0.002586207,0.140350877,0.00372093,-0.004366812,-0.019886364,0.31826742,-0.02173913,-0.003054861
0.05453125,-0.00124347,0.002211817,0.032911278,0.052048726,0.002004279,-0.076923077,0.086614173,0.014925373,-0.082758621,-0.005249344,-0.03286385,0.084749164,0.014617369,0.038461538,0.00463392,0.01754386,0.002898493,0.428571429,-0.088888889,0.001929509
0,0.009462167,0.001527903,0.004901658,-0.162105263,-0.0266671,-0.022083333,-0.028985507,-0.018235235,-0.172932331,-0.01055409,0.038834951,-0.152864278,0.101694915,-0.007407407,-0.015682657,-0.051724138,0.005780405,-0.05,0.012195122,-0.00082713
0,0.000369951,-0.007627894,0.016260151,0.042713568,-0.020547245,0.09359466,0.039800995,0.017974774,0.1,0.005333333,-0.03271028,0.14572718,-0.069230769,-0.055970149,0.022492971,-0.036363636,0.020114943,0.010526316,0.024096386,0.000687686
0,-0.006411085,-0.000170713,0.008160154,-0.13253012,0.020978291,-0.012987013,-0.011961722,-0.004120071,0,-0.026525199,0.004830918,0.055749682,0.008264463,0.039525692,0.008249313,0,0.01971831,-0.010416667,-0.011764706,-0.001433879
0,0.011664069,-0.003843888,-7.94318E-05,-0.125,0.013698859,-0.058421053,0,0.02245857,0,0.013623978,-0.067307692,-0.025124116,-0.024590164,0.064638783,-0.022727273,-0.014150943,-0.016574641,-0.031578947,0,-0.003759951
0,-0.002943668,-0.00643104,-0.04761523,-0.142857143,-0.054053572,0.055058692,-0.026634383,-0.021965261,0,0.002688172,-0.020618557,0.012345679,0.08907563,-0.067857143,-0.012093023,-0.066985646,0,-0.151630435,0,-0.006814694
0,0.01070246,0.013549605,0.024914486,0.222222222,-0.007143334,0.031788079,0.032338308,0.009456265,0,-0.008042895,-0.010526316,0.11429878,-0.00462963,-0.019157088,0.004708098,0.01025641,-0.0112359,-0.103139013,-0.011904762,0.008613349
0,-0.00279953,-0.002895113,0.025447454,-0.093939394,-0.043165447,-0.050064185,-0.053012048,-0.005854801,-0.002754821,-0.008108108,0.042553191,-0.058797778,-0.07751938,0.01953125,-0.003748828,0.035532995,-0.005681818,0,-0.228915663,-0.00290338
0,0.003539628,0.000597791,-0.004994791,-0.046822742,0.03759422,0.025675676,0.015267176,0.012956478,0,0,0.005102041,-0.013255814,0.016806723,0.030651341,-0.001881468,0.029411765,-0.002857086,-0.08,-0.15625,-0.001716351
0,0.009486756,0.016557148,0.023107472,0.052631579,0.014492988,-0.051383399,-0.032581454,0.029651045,-0.074585635,-0.035422343,0.045685279,-0.048668395,0.023966942,0.026022305,-0.005655042,0.014285714,0.002865272,0.007763975,0.055555556,0.007557263
0,-0.000120529,-0.002854522,-0.014797422,0.433333333,-0.014285942,-0.013888889,-0.012953368,-0.012422304,0,0.008474576,-0.048543689,-0.028551963,-0.031476998,0.02173913,-0.040758294,-0.014084507,-0.011428629,-0.211864407,0.052631579,-0.003035073
0,0.01024225,0.008335484,0.007509478,0.081395349,-0.021739114,0.028169014,0.010498688,0.02058319,0,0.008403361,-0.030612245,0.063787058,0.075,0.028368794,-0.000988142,0.019047619,0.011560752,0.19257087,0,0.010840069
0,0.003816942,0.001502964,0.009023604,0.182795699,-0.007407151,-0.01369863,-0.023376623,0.020728235,0.074626866,-0.002777778,-0.015789474,0.062898924,0.007751938,0.117241379,0.006923838,-0.009345794,-0.002857086,-0.047540984,0.016666667,0.006090687
0,-0.006297706,0.000833682,0.041990904,0.127272727,0.022387279,0.032916667,0,-0.007683809,-0.069444444,0.002785515,0.016042781,-0.015054976,-0.038461538,-0.027777778,0.021611002,0.018867925,0.002865272,-0.08777969,-0.032786885,-0.000485703
0,-0.014707555,-0.04098623,0.059701411,-0.112903226,-0.04379561,0.00712653,-0.010638298,0.00829646,0,0,0.021052632,-0.047200595,0.008,0.028571429,0.016346154,-0.023148148,-0.002857086,-0.113207547,0,0.00055292
0,0.000121309,0.00929465,-0.030281844,-0.072727273,0.01526743,-0.025367156,-0.018817204,0.000548546,0,-0.006944444,-0.046391753,-0.02478445,-0.015079365,-0.077160494,-0.015137181,0.042654028,-0.005730716,-0.031914894,-0.084745763,-0.001913147
0,0.003033638,0.003872938,0.121931394,0.046078431,-0.030074918,0.01369863,0.002739726,0.020285143,0.005970149,0.00979021,-0.064864865,0.048549073,-0.016921837,-0.010033445,0.007684918,0,0.005763746,0.032967033,0.074074074,0.001732291
0,0.003871333,0.005315539,-0.026474178,0.37769447,-0.007751669,-0.000135135,0.027322404,0.010746802,-0.005934718,0.008310249,-0.034682081,-0.069569305,0.016393443,-0.037162162,0.003813155,-0.040909091,-0.008596103,0.085106383,-0.068965517,0.00118905
0,0.000602414,0.006566538,0.107047842,-0.183673469,0,-0.002567915,-0.002659574,-0.028176397,0,-0.004120879,-0.053892216,0.04278497,-0.016129032,0.007017544,-0.037037037,-0.023696682,-0.014450868,-0.098039216,0.055555556,-0.001271361
0,-0.000602052,0.005168263,0.021021277,-0.066666667,0,-0.06504065,-0.010666667,0.088621385,0,-0.017931034,0.044303797,-0.092869039,0,0.010452962,-0.003944773,-0.033980583,-0.096774141,0.043478261,-0.052631579,0.000582103
0,0.00939977,0.001011432,0.076470506,-0.026785714,0.015624454,0.013043478,0.013477089,-0.006030101,0.002985075,0,0.042424242,-0.009212898,-0.016393443,0.031034483,0.103960396,0.010050251,0.006493506,2.125,-0.074074074,0.004088695
0,-0.017908331,-0.013977819,0.092896082,0.110091743,0.007692043,-0.198855508,-0.005319149,-0.011122446,0,0.030898876,0.081395349,0.026918671,0,0.053511706,-0.00896861,0.049751244,-0.019354839,0,-0.04,3.74461E-05
0,0.033187487,0.004611527,0.165000305,-0.074380165,-0.030534085,0.071428571,0.013368984,0.012269939,0,0.013623978,-0.021505376,0.026541124,-0.016666667,-0.015873016,0.097737557,0.018957346,0,0,-0.125,-0.001025249
0,-0.001764846,-0.005015349,-0.055793926,-0.151785714,0.007874545,0.033333333,-0.036939314,0.007575859,0,-0.024193548,-0.021978022,-0.060402685,0.033898305,-0.041935484,0.025556472,-0.08372093,0.032894737,0,-0.047619048,0.001130601
0,-0.005657845,-0.002221327,-0.027273107,0.136842105,0.033672326,-0.032258065,-0.030136986,-0.012030175,-0.00297619,0.008264463,-0.04494382,-0.003231293,-0.008196721,0.047138047,0.008842444,0.010152284,-0.00955414,0,-0.05,-0.002162809
0,-0.003437573,-0.005308712,-0.121495224,0.055555556,0.045454685,0.033333333,0.02259887,0.018772249,0.104477612,0.038251366,0.041176471,-0.122948302,0.004132231,0.035369775,0.069322709,-0.010050251,-0.009646302,0,-0.026315789,-0.001478441
0,0.011062166,0.009296746,0.063829725,-0.122807018,0.036231623,-0.016129032,0.022099448,0.008466135,-0.054054054,0,-0.005649718,0.14193448,-0.020576132,-0.037267081,-0.013412817,-0.005076142,-0.022727273,0,0.027027027,0.004776514
0,-0.012588173,-0.004861339,0.024999977,-0.2,-0.013986059,-0.014754098,-0.054054054,0.004444444,-0.142857143,-0.034210526,-0.073863636,-0.080408859,0,-0.096774194,-0.02265861,-0.005102041,-0.019933555,0,-0.105263158,-0.000686897
0,0.002621117,-0.013369887,0.031707511,0.15,0.014184443,-0.084858569,-0.022857143,-0.038348132,0.166666667,-0.010899183,-0.006134969,-0.150055576,-0.008403361,-0.035714286,-0.050231839,-0.035897436,-0.040677966,0,-0.088235294,-0.018178215
0,0.003089877,0.005559358,0.01654823,-0.130434783,-0.006992675,0.072727273,0.061403509,0.006135021,0,-0.008264463,-0.030864198,-0.000610288,-0.002542373,0,0.026851098,-0.021276596,0.028268551,0,-0.032258065,0.003686819
0,0.00746346,0.009243335,0.018604635,0.125,0.007041917,0.042372881,0,0.011686992,0.285714286,0.002777778,0.01910828,0.091468202,0.015293118,0.033333333,-0.016640254,0.076086957,-0.003436426,0,-0.1,0.0067675
0,0.000117721,0.00068472,0.100456953,0.411111111,-0.006992675,0.25203252,0.005509642,0.052235108,-0.177777778,0.011080332,-0.00625,-0.020900771,-0.172384937,0.025089606,0.023368251,-0.04040404,0.017241379,0,-0.333333333,0.005160132
0,0.007995322,0.0110341,0.219916763,-0.141732283,0,-0.051948052,-0.016438356,0.032935464,0,0,-0.025157233,0.215510204,0.05156724,0.017482517,-0.013385827,0.005263158,-0.030508475,0,0.333333333,0.001837872
0,0.003499235,-0.003637889,0.411564863,0.23853211,0.014083834,-0.04109589,-0.019498607,0.012939049,0.213513514,0,-0.04516129,0.147112156,0.009615385,-0.003436426,0.104549082,0.031413613,-0.01048951,0,0.166666667,0.002489127
0,0.002905976,0.002547334,0.149397427,-0.100740741,-0.013888234,0.485714286,0.03125,0.01870438,0.002227171,-0.01369863,-0.02027027,0.108632651,0.085714286,0,-0.028179191,-0.030456853,0.010600707,0,-0.107142857,0.004441948
0,0.004056571,-0.000762238,-0.150943252,-0.069192751,0.035211011,-0.125,-0.002754821,0,-0.248888889,-0.013888889,0.027586207,-0.066724757,-0.048245614,-0.031034483,0.017843866,0.015706806,0.006993007,0,0,0.00031055
0,0.000230864,-0.006611318,0.054320702,-0.026548673,0.006802398,-0.068461538,0.023480663,0.018360949,0.065088757,-0.002816901,-0.067114094,0.194794172,0.032258065,-0.021352313,-0.058436815,-0.030927835,-0.024305556,0,0,-0.001204624
0,-0.000347147,0.000767896,0.133606774,-0.045454545,0.006757122,0.026306476,0.049932524,0.010993843,0.111111111,-0.011299435,-0.064748201,-0.063035757,0.035714286,-0.04,-0.041117145,-0.015957447,0,0,-0.08,-0.000459969
0,0.005210024,0.004518774,0.057225377,0.171428571,0.00671109,0.045977011,-0.023136247,0.010439321,-0.0725,0.022857143,-0.015384615,0.04089163,-0.051724138,0,0.04368932,0.081081081,0.028469751,0,-0.043478261,0.007571113
0,-0.000806187,-0.007553799,-0.022960453,1.113821138,0.006667027,-0.027472527,0.028947368,-0.00129139,-0.002695418,0.005586592,-0.0390625,0.033700772,0.032727273,-0.007575758,0.001550388,-0.005,-0.003460208,0,0.227272727,0.003707731
0,0.001729102,0.010775658,0.032000153,1.076923077,0,-0.062146893,0.010230179,0.008189569,0.081081081,-0.002777778,0.032520325,0.140343872,0.007922535,-0.095419847,0.002321981,0,0.010416667,0,-0.185185185,-0.001217665
0,-0.001496022,-0.008207193,0.059011557,0.018518519,0.026490146,0.06626506,-0.005063291,0.035057718,0,-0.022284123,0.015748031,0.02906342,0.013100437,-0.046413502,-0.054054054,0,-0.006872852,0,0.045454545,-0.00277904
0,0.024317079,0.024450912,-0.03376334,-0.290909091,-0.012903264,0.276836158,0.005089059,0.003304502,-0.125,-0.017094017,0.117054264,-0.094295436,-0.034482759,-0.008849558,0.000816327,-0.020100503,0.006920415,0,0,0.001568257
0,0.001125223,0.024118539,-0.081439482,-0.046666667,-0.004584482,-0.080530973,0.015189873,0.02017291,-0.042857143,-0.037681159,0.204718945,-0.050851953,0,0.008928571,0.03588907,0.035897436,0.034364261,0,-0.086956522,0.000267205
0,0.008653624,0.017172353,-0.061855612,0.01936525,-0.006578378,-0.008662175,-0.002493766,-0.070621466,0,-0.003012048,-0.175691244,-0.004330819,-0.007142857,0.022123894,-0.058267717,-0.004950495,-0.013289037,0,-0.047619048,-0.000829989
0,0.0001114,0.009646967,-0.1498682,-0.102902375,0.01324455,0.019417476,-0.005,0.024750281,0,0.024169184,-0.021663173,-0.042280529,-0.01528777,0.086580087,0.010033445,-0.019900498,0.013468013,0,0,-0.000978763
-0.011705438,0.001893962,0.003822006,0.029575414,-0.252941176,-0.019608128,-0.066666667,0.010050251,-0.005084746,0,0.017699115,0.064285714,0.006177663,0.00456621,-0.055776892,0.107615894,-0.040609137,0.023255814,0,0,0.004511505
0,0.000778307,0.009915196,-0.121155093,0.023622047,0.00666744,0,-0.02238806,-0.000425937,0,-0.014492754,-0.080536913,0.092967214,-0.027272727,-0.156118143,-0.038116592,0.021164021,-0.00974026,0,-0.1,-0.000995831
0,-0.005111056,-0.004241318,0.092857176,0.15,-0.006623279,-0.020408163,0.025445293,0.022155987,0.017910448,-0.011764706,-0.01459854,-0.030394401,-0.028037383,0.02,-0.015540016,-0.031088083,0,0,-0.111111111,-0.002239598
0,-0.010833102,-0.004732586,0.045751704,-0.016722408,0.020000297,0.010416667,-0.109181141,-0.017924177,-0.017595308,-0.011904762,0,-0.00448831,-0.028846154,0.029411765,0.038674033,-0.005347594,0.032786885,0,0,0.000283639
0,0.011854966,0.009985748,0.059999932,0.156462585,-0.019608128,0,0.114206128,0.027164772,0,0.021084337,0.02962963,-0.014721781,0.044554455,-0.080952381,0.009878419,0.005376344,0.041269841,0,0,0.008347229
0,-0.007364423,-0.010750224,0.084881961,0.029411765,-0.019999622,0,0.0025,-0.014462851,0.032835821,0,-0.007194245,-0.024140266,0.004739336,0.020725389,-0.009029345,-0.042780749,0.00914628,0,-0.0625,-0.006696638
0,-0.001573667,-0.009280544,-0.054327194,-0.188571429,0.02040777,0.005154639,-0.027182045,0.012997904,-0.046242775,-0.002949853,-0.008695652,-0.095217589,-0.018867925,0.007614213,0.02657555,-0.011173184,-0.006042176,0,1,-0.000582644
0,-0.002814697,-0.006725414,-0.024977093,-0.127816901,0.00666744,0.035897436,0.009997437,0.004966929,0,0,-0.005847953,0.065760597,-0.009615385,-0.037783375,-0.000739645,0.016949153,0,0,-0.266666667,-0.000455782
0,0.002257982,0.000483761,0.033397313,0.207105369,0,0.079207921,0,-0.004530519,0,-0.00295858,0.027205882,-0.022626904,0.009708738,-0.02617801,0.027387121,0.005555556,0.003039453,0,0.545454545,0.001560916
-0.035232384,0.009575363,-0.00378676,-0.106091727,-0.130434783,0,0,0.01751269,-0.009929665,-0.084848485,-0.026706231,-0.012168933,-0.060618368,-0.009615385,-0.048387097,-0.018011527,0.027624309,-0.012121273,0,0.5,0.000315802
0,0.004351728,0.007844766,0.01263409,-0.111538462,0.01324455,-0.009174312,-0.002244949,-0.025491015,0.059602649,-0.012195122,0,-0.070421013,0,-0.028248588,-0.026412326,-0.02688172,-0.012269878,0,-0.098039216,-0.008072825
0,0.00599935,0.017252485,0.038437208,0.086580087,-0.006536043,0.277777778,-0.0025,0.042023971,0.03125,0.009259259,-0.072463768,-0.026395349,0.097087379,0.040697674,0.017332329,0.033149171,0.01552795,0,-0.173913043,0.008808066
0,0.004969595,-0.01364681,-0.029125967,-0.123505976,0.006579044,-0.007246377,0,-0.037036997,-0.081818182,-0.009174312,-0.046875,0.135763764,-0.044247788,-0.005586592,-0.038518519,-0.016042781,-0.006116208,0,0.078947368,-0.008600023
0,0.004395693,0.001599497,-0.025000199,-0.031818182,-0.006536043,0,0.022556391,0.00256406,-0.00330033,0,0.016393443,0.016404217,0,-0.005617978,-0.00770416,-0.010869565,0.003076862,0,-0.073170732,0.001533232
0,0.005579868,0.008463754,0.035897402,0.03286385,-0.006578378,0.02189781,-0.051470588,-0.026854178,0,-0.00308642,-0.008064516,-0.017148178,-0.018518519,0.005649718,-0.01552795,0.032967033,0,0,-0.026315789,0.002310834
0,0.012185774,-0.002771159,0.008292263,-0.077272727,0,-0.057142857,0.012919897,0.040735874,0.07615894,0.009287926,0.056910569,0.066392105,-0.028301887,-0.02247191,-0.007097792,-0.031914894,-0.009202393,0,-0.081081081,0.001453279
0,-0.009136815,-0.017943646,-0.018043399,-0.162561576,0.01324455,0.007575758,-0.005102041,-0.022727315,-0.076923077,0.003067485,-0.084615385,-0.06077798,-0.009708738,0.022988506,-0.003177125,-0.032967033,-0.018575851,0,0.205882353,-0.009368824
0,0.008678596,0.009216613,-0.017475183,-0.141176471,-0.032679553,-0.105263158,0.015384615,0.015934583,0,-0.03058104,0,0.013399895,0.029411765,0.011235955,0.01752988,0.005681818,0.028391104,0,-0.097560976,0.006403126
0,-0.003118865,-0.005767887,-0.020381167,0,-0.013513707,-0.134453782,-0.03030303,0.014836838,0.113333333,-0.006309148,0.050420168,0.055250194,0.019047619,-0.011111111,-0.014095536,0.028248588,-0.018404848,0,0.027027027,0.000927766
0,0.001078797,-0.007654449,-0.023376601,-0.171232877,-0.027396966,0.075728155,-0.0234375,0.062656639,0,0.00952381,-0.032,-0.041915432,-0.056074766,-0.016853933,0.02700556,0.010989011,-0.0375,0,-0.026315789,-0.000782681
0,-0.009160436,0.001867402,0.063590366,0.217355372,0,0.064981949,-0.026666667,0.030267216,0,0.012578616,0.032231405,0.019771766,0.01980198,0,0.01933488,-0.005434783,0.022727273,0,-0.054054054,0.007305608
0,0.006526033,0,-0.021029601,-0.069925322,0.044459844,-0.059322034,0.049315068,-0.008775239,0,0.026397516,-0.039231385,-0.02228034,0,0,0.002276176,0,0.025396825,0,-0.057142857,0.001874584
0,-0.006051489,-0.022854323,-0.042145666,-0.065693431,-0.020270017,-0.031171171,0.020887728,0.013471901,-0.092814371,0.010590015,0,-0.048353909,0.029126214,0.062857143,0.008327025,0.010928962,0.003096037,0,-0.03030303,0.004673503
0,0.000434874,0.000580585,-0.077333258,0.0078125,-0.013793391,-0.023619118,0.023017903,-0.005317091,0.00660066,-0.01497006,0.041666667,-0.011189189,-0.028301887,0.021505376,0.07957958,0.010810811,-0.006172901,0,-0.0625,-5.29129E-05
0,0.011953981,-0.000663149,0.092485452,0.279069767,0,0.047619048,0.005,0.015272966,0,0.018237082,0.072,-0.004318592,0.009708738,-0.021052632,-0.006954103,-0.016042781,0.052795093,0,-0.033333333,0.000597857
0,-0.002255173,-0.003234862,-0.052910002,0.121212121,-0.027971914,0.018181818,0,-0.008649831,0.016393443,0.056716418,0.044776119,-0.024569013,-0.025961538,0.021505376,-0.077030812,0.010869565,0.005899587,0,0.034482759,0.005372639
0,0.002583104,0.00324536,0.089525188,0.237837838,0,0.111607143,-0.017412935,0.001138012,0,-0.025423729,0.1,0.010609856,-0.022704837,0.105263158,-0.050075873,0,-0.029325515,0,-0.066666667,-0.000153659
0,0.008480965,0.003649634,0.01525431,0.043668122,0.021582462,0.060240964,-0.02278481,0.017430884,0,-0.023188406,-0.071428571,0.023475355,0.01010101,-0.033333333,0.001597444,0.021505376,-0.021147917,0,-0.071428571,-0.000367872
0,-0.000958022,-0.004793406,0.055555734,-0.10460251,-0.0211265,-0.03030303,0.012953368,-0.003724395,-0.032258065,0.002967359,0,-0.047696787,-0.01,-0.009852217,0.039872408,-0.021052632,0.012345617,0,0,-0.001063735
0,-0.004794937,0.012207317,-0.033493004,-0.112149533,-0.028776858,-0.09375,-0.025575448,0.005233607,0,0.017751479,-0.006993007,0.042171429,-0.02020202,0,0.069785276,0.032258065,0.003048841,0,0.153846154,0.002923172
0.055944056,0.006852283,-0.000492247,-0.008663246,-0.147368421,0,-0.017241379,-0.028871391,0.01561919,0.033333333,0.014534884,-0.021126761,0.009156706,0,0.029850746,-0.006451613,0,0.024316047,0,-0.1,0.000282664
